"question","answer","explanation"
"Pourquoi l’abcès péri-anal constitue-t-il une urgence chirurgicale ?","Parce que laissé à lui-même, il peut entraîner des dégâts sphinctériens compromettant le pronostic anal. Un abcès de l’espace pelvi-rectal peut également se fistuliser dans la grande cavité abdominale et provoquer une péritonite.","L’objectif du traitement précoce est notamment de limiter les lésions sphinctériennes et les complications infectieuses graves."
"Quel est le traitement chirurgical de l’abcès et de la fistule péri-anale ?","L’abcès péri-anal est traité par mise à plat de l’abcès, par incision radiée en pleine collection et drainage. La fistule péri-anale est traitée par fistulectomie. En cas de fistule trans-sphinctérienne, une section élastique à tension progressive peut être réalisée en vue d’une résection lente du trajet fistuleux.","Le traitement doit associer le contrôle du foyer infectieux et la préservation du pronostic fonctionnel du sphincter."
"Quels sont les deux grands types d’abcès du foie ?","Abcès à germes pyogènes et abcès amibien.","Les infections à CMV ou à champignons sont rares."
"Par quelles voies les germes peuvent-ils envahir le parenchyme hépatique ?","Système porte, voies biliaires, artère hépatique (septicémie), extension directe d’une infection de voisinage, ou effraction traumatique.","Ces voies expliquent la physiopathologie des abcès pyogéniques."
"Quels sont les germes les plus fréquents des abcès pyogéniques du foie ?","Escherichia coli, Klebsiella, entérocoques, et anaérobies (Bactéroïdes, streptocoques anaérobies, Fusobacterium).","Le lobe droit est atteint dans un rapport de 3 pour 1."
"Quels sont les caractères de l’abcès amibien du foie ?","Il fait suite à une infestation intestinale, après une période de latence de quelques semaines, forme une large cavité (souvent unique) dans le lobe droit, et contient un pus chocolaté.","Il résulte de la fusion de zones de destruction tissulaire."
"Quels sont les signes cliniques d’un abcès du foie ?","Fièvre élevée avec frissons, douleur de l’hypochondre droit ou de l’épigastre, malaise, anorexie, nausées, perte de poids et altération de l’état général. L’examen peut trouver une défense, une matité, une hépatomégalie et un ictère.","Les signes sont aspécifiques, ce qui rend le diagnostic difficile."
"Quel est l’examen d’imagerie de première intention pour détecter un abcès du foie ?","L’échographie (sensibilité 85-95 %).","Le scanner est plus sensible (95-100 %) et permet également un geste thérapeutique."
"Quels sont les principes du traitement de l’abcès pyogénique du foie ?","Antibiothérapie intraveineuse (aminoglycoside + anti-anaérobie + pénicilline, adaptée secondairement à l’antibiogramme) associée à un drainage efficace (percutané ou chirurgical), après 1 à 2 jours d’antibiothérapie.","Non traités, ces abcès sont mortels dans 95 à 100 % des cas par septicémie ou rupture."
"Quel est le traitement de l’abcès amibien non compliqué ?","Traitement médical par amœbicides, principalement le métronidazole (750 mg × 3/j pendant 1 à 2 semaines, voie orale ou IV).","Le drainage n’est pas nécessaire en l’absence de rupture ou de surinfection."
"Comment apprécie-t-on la réponse clinique au traitement d’un abcès amibien ?","Par la disparition de la douleur, de la fièvre et de l’hyperleucocytose.","La mortalité est faible en l’absence de surinfection."
"Pourquoi le diagnostic d’abcès du foie est-il considéré comme un défi ?","Parce que les signes cliniques sont aspécifiques et que la différenciation précoce entre abcès pyogénique et amibien est difficile (similarité des signes, symptômes et aspects radiologiques).","L’imagerie et la biologie (hémocultures, ponction) sont essentielles."
