"question","answer","explanation"
"Comment interpréter le test aux gonadostimulines devant une absence bilatérale de testicules ?","Une augmentation de la testostérone après stimulation indique la présence de testicules cachés ; une absence d'augmentation oriente vers une absence de tissu testiculaire.","Cet examen est particulièrement utile pour différencier une anorchidie d'une cryptorchidie bilatérale."
"Quel est l'examen clé pour localiser un testicule intra-abdominal ?","La cœlioscopie.","Elle permet de repérer directement la position du testicule dans la cavité abdominale."
"Quelle est la limite de l'échographie et de la TDM dans la recherche d'un testicule non palpable ?","Elles comportent beaucoup de faux positifs et de faux négatifs car l'exploration rétropéritonéale pédiatrique est difficile.","Le cours présente donc la cœlioscopie comme l'examen clé pour un testicule intra-abdominal."
"Quels éléments cliniques rechercher devant une suspicion d'anomalie de migration testiculaire ?","Une hypoplasie scrotale, une vacuité scrotale, une voussure inguinale et la présence éventuelle du testicule sur son trajet ou en dehors de celui-ci.","L'examen doit rechercher la gonade dans les régions inguinale, crurale, périnéale et à la racine de la verge."
"Quel est le but du traitement de la cryptorchidie ?","Obtenir un testicule en place avant l'âge de 2 ans.","La précocité vise notamment à limiter les conséquences sur la fertilité et le risque de dégénérescence."
"Quelle est la conduite devant une cryptorchidie avant l'âge de 1 an ?","Une surveillance est indiquée car une descente naturelle reste possible, notamment chez les prématurés.","Le cours considère la migration spontanée comme encore possible durant cette période."
"Quelle est la conduite devant une cryptorchidie entre 1 et 2 ans ?","Une chirurgie d'emblée peut être réalisée ou une tentative de traitement médical peut être discutée en premier.","Le cours mentionne la gonadotrophine chorionique comme traitement médical possible selon le centre."
"Quelle est l'indication thérapeutique devant une cryptorchidie à 2-3 ans ?","L'indication opératoire est absolue.","L'objectif est de ne pas prolonger l'exposition du testicule à une position anormale."
"Quelle est la conduite devant un testicule atrophique après la puberté ?","Une résection est réalisée d'emblée.","Le cours oppose cette conduite à celle du testicule eutrophique, pour lequel un abaissement et une biopsie sont indiqués."
"Quelle est la conduite devant un testicule eutrophique non descendu après la puberté ?","Un abaissement et une biopsie sont réalisés systématiquement à la recherche d'une éventuelle dégénérescence.","Le risque tumoral tardif justifie la biopsie selon le cours."
"Quelle est la conduite devant un testicule oscillant ?","Une abstention avec surveillance est indiquée, avec explication à la famille du risque important de torsion.","La stabilité naturelle est attendue à la puberté ; une orchidopexie préventive peut être envisagée si la stabilité n'est pas obtenue après la puberté."
"Quelle est la prise en charge d'un testicule rétractile ?","Un abaissement avec orchidopexie est indiqué.","Le cours considère l'indication opératoire comme absolue car une descente naturelle n'est pas attendue."
"Quelles sont les conséquences possibles d’une ectopie testiculaire non traitée ?","Hypofertilité ou stérilité (anomalies des spermatogonies, tubes séminifères et cellules de Leydig à partir de 2 ans) et risque de dégénérescence tumorale (surtout après 25-30 ans).","Le testicule mal descendu subit une dégradation progressive de la spermatogenèse dès la 2e année. Le risque de cancer motive une prise en charge précoce et des biopsies en cas de traitement tardif."
"Quels sont les cinq situations pathologiques d’anomalie de la migration testiculaire ?","1. Testicule oscillant (ascenseur) ; 2. Testicule rétractile ; 3. Testicule aberrant (vraie ectopie) ; 4. Absence unilatérale de testicule (monorchidie ou testicule intra-abdominal) ; 5. Absence bilatérale (anorchidie ou ectopie bilatérale abdominale).","Ces situations permettent de classer cliniquement toutes les anomalies de position ou d’absence du testicule et orientent la conduite à tenir."
"Comment différencier une anorchidie d’une ectopie testiculaire bilatérale abdominale ?","Par le test aux gonadostimulines : dosage de la testostéronémie avant et après stimulation. Un pic de testostérone affirme la présence de tissu gonadique (testicules cachés) ; l’absence d’élévation affirme l’anorchidie.","Ce test biologique est essentiel dans les formes bilatérales non palpables pour savoir s’il existe ou non du tissu testiculaire."
"Quelle est la conduite à tenir devant un testicule rétractile ?","Indication opératoire absolue : abaissement et orchidopexie.","Contrairement au testicule oscillant, le testicule rétractile ne reste pas dans le scrotum après traction et n’a aucune chance de descendre spontanément."
"Quelle est la conduite à tenir devant un testicule oscillant (ascenseur) ?","Abstention et surveillance. Le testicule se stabilise généralement à la puberté grâce à son poids. Orchidopexie préventive uniquement si instabilité persistante après la puberté, ou systématique bilatérale en cas de torsion.","Le risque principal est la torsion du cordon spermatique ; les parents doivent en être informés."
"Quel est le but du traitement des anomalies de la migration testiculaire ?","Avoir un testicule en place dans le scrotum avant l’âge de 2 ans.","La spermatogenèse commence à se dégrader à partir de 2 ans ; plus le traitement est tardif, plus les lésions sont graves."
"Quelle est l’indication chirurgicale en cas de cryptorchidie selon l’âge ?","Avant 1 an : surveillance (descente possible). Entre 1 et 2 ans : chirurgie d’emblée ou tentative médicale. À partir de 2-3 ans : indication opératoire absolue. Après la puberté : abaissement + biopsie si eutrophique, orchidectomie si atrophique.","L’âge de 2 ans est le seuil critique pour préserver la fertilité future."
"Que recherche-t-on à l’examen clinique d’une anomalie de la migration testiculaire ?","À l’inspection : hypoplasie scrotale, voussure inguinale. À la palpation : vacuité scrotale et recherche du testicule sur son trajet normal ou aberrant (région crurale, périnéale, racine de la verge).","L’examen clinique permet de classer la situation (oscillant, rétractile, aberrant, absent) et oriente les examens complémentaires."
"Quel est l’intérêt de la cœlioscopie dans les anomalies de la migration testiculaire ?","Elle permet de localiser précisément un testicule non palpable (intra-abdominal) et de guider le geste chirurgical.","C’est l’examen de référence quand le testicule n’est pas retrouvé cliniquement."
"Pourquoi le testicule doit-il être en position scrotale ?","Pour permettre une spermatogenèse thermo-dépendante optimale et bénéficier de la protection naturelle des cuisses contre les traumatismes.","La température scrotale plus basse est indispensable au bon déroulement de la spermatogenèse."
